J,NRMSE_mean,NRMSE_std,RMSE_mean,MassMin_mean,MassMin_min,TailMassMax_max
0.0,1.6135345372070617,0.14266002187461557,0.24282857804472013,0.9886034033025335,0.988601289275891,0.0
0.0001,1.5904734914040073,0.08924179712569788,0.23619544271445705,0.9885649382611116,0.9885648276086774,0.0
0.0002,1.562294788685268,0.28716330732334466,0.2308936812174497,0.9885276810348916,0.9885271623080281,0.0
0.0005,1.485840897145092,0.16318989463989458,0.2561481274002995,0.9884115848134742,0.9884100542729897,0.0
0.001,1.2492640203576044,0.08442476770307054,0.24472951975264,0.9881951136867956,0.9881894440450883,0.0
0.002,1.2388590483174047,0.40427630421167055,0.3000854480625173,0.9874198280583845,0.9873879231608591,0.0
