age_s,count,mean_v,mean_a,var_v,var_a,cov_va,term_v,term_a,term_cov,hazard_empirical_hz,hazard_mean_hz,hazard_voltage_only_hz,hazard_full_gaussian_hz,pde_mean_v,pde_mean_a,pde_var_v,pde_var_a,pde_cov_va,pde_hazard_hz
0.1075,1282069.0,-2.2935088906398966e-05,-1.1506599306012504e-07,8.84016889298381e-08,5.891631856374387e-10,2.9179830971305353e-09,0.1768033778596762,0.028291616174309805,-0.05719246870375849,8.18995131976721,7.065737997452052,8.432226444230752,8.192015777416161,-2.2296661195483857e-05,-7.988210859909069e-08,8.820899189041935e-08,5.892575159194473e-10,2.9329135112474062e-09,8.196677877210394
0.1125,1234894.0,-2.2911581420160902e-05,-3.522274484685925e-07,8.846504057662506e-08,5.892611389074444e-10,2.9298244945252157e-09,0.17693008115325012,0.028296319890335483,-0.05742456009269423,8.209404819045664,7.082512135393499,8.453315635512409,8.210636986404003,-2.250140081753988e-05,-2.9348270908183337e-07,8.820626534621684e-08,5.890131717440505e-10,2.932737044679761e-09,8.21038216363989
0.11750000000000001,1179152.0,-2.3103003418382743e-05,-5.53610636320908e-07,8.866297882635721e-08,5.885812336141469e-10,2.925072606783258e-09,0.17732595765271442,0.028263670838151338,-0.057331423092951854,8.22644266377337,7.093787332500523,8.470125580436722,8.227461996950444,-2.2669737485516696e-05,-4.986244545644215e-07,8.820346312905122e-08,5.887879819473606e-10,2.932569487374248e-09,8.224028354734585
0.1225,1133217.0,-2.2973186395169002e-05,-7.688425566651047e-07,8.85299290811893e-08,5.891811193255766e-10,2.9323290484043976e-09,0.17705985816237862,0.02829247735001419,-0.057473649348726195,8.241535668935612,7.1106117739165695,8.487955362707234,8.24384589964945,-2.2809515520862396e-05,-6.954035433348605e-07,8.820062781467034e-08,5.885803266159409e-10,2.932409177204421e-09,8.237495696457698
0.1275,1102176.0,-2.3351981594455783e-05,-9.497716905534253e-07,8.845227425546019e-08,5.883985808542321e-10,2.929717699466745e-09,0.17690454851092038,0.028254899852620228,-0.0574224669095482,8.249742016302594,7.117836375364543,8.495259889518584,8.25105260615337,-2.292683306747547e-05,-8.839779083277732e-07,8.819779277623949e-08,5.883887162793058e-10,2.932255077177959e-09,8.250696085359058
0.1325,1043556.0,-2.3297168499395298e-05,-1.138766873531116e-06,8.847094015065092e-08,5.887410561977634e-10,2.9461446280556235e-09,0.17694188030130184,0.0282713455186166,-0.05774443470989022,8.263019491395255,7.131813702903288,8.512259841821255,8.265038334802439,-2.3026432588693202e-05,-1.0645494730572289e-06,8.819498394547716e-08,5.882117873186609e-10,2.932106565792384e-09,8.263566573672694
0.1375,1002272.0,-2.3156048573469343e-05,-1.280437371749822e-06,8.828055525451761e-08,5.882814782361434e-10,2.936860877069423e-09,0.17656111050903522,0.028249276584899605,-0.057562473190560695,8.27418157212739,7.143738145208356,8.523246386999983,8.277029127611533,-2.3112000716375393e-05,-1.2373503911774228e-06,8.819222126851697e-08,5.880482953089726e-10,2.931963288070234e-09,8.276063593389212
0.14250000000000002,958455.0,-2.2994308691493337e-05,-1.4563491069835816e-06,8.847002482706385e-08,5.888984296624032e-10,2.931547039799161e-09,0.17694004965412768,0.0282789025923886,-0.05745832198006355,8.296074193156425,7.158379323362118,8.543951908537425,8.2982465556746,-2.318639997570253e-05,-1.4026324911977182e-06,8.818951984301638e-08,5.87897107204999e-10,2.9318250520068827e-09,8.288158485292355
0.1475,927993.0,-2.3375768575255118e-05,-1.6112028254379911e-06,8.861324766789158e-08,5.87946885691712e-10,2.934908400801122e-09,0.17722649533578316,0.02823320945091601,-0.05752420465570199,8.303222612376304,7.163783409336209,8.552851583438668,8.305963499041072,-2.325185007615827e-05,-1.5606593113594194e-06,8.818689079577221e-08,5.877571929349577e-10,2.9316917588951165e-09,8.299834009415097
0.1525,883295.0,-2.3427034887707013e-05,-1.7644499968513876e-06,8.859476510934722e-08,5.881509233898006e-10,2.928931734764727e-09,0.17718953021869444,0.02824300734117822,-0.057407062001388655,8.316204254432247,7.173814634008862,8.564511283363808,8.318342495972153,-2.331007141279196e-05,-1.7117002179158132e-06,8.818434198543564e-08,5.876276167699055e-10,2.9315633580699467e-09,8.311081602515264
0.1575,849953.0,-2.368788089423786e-05,-1.910392887759637e-06,8.857118096500231e-08,5.877683728062758e-10,2.9316814177742833e-09,0.17714236193000463,0.028224637262157362,-0.05746095578837595,8.322787500488547,7.180335352972654,8.57189176058422,8.324909225101559,-2.336239888180496e-05,-1.8560261833723067e-06,8.818187860144172e-08,5.87507528748267e-10,2.9314398188222817e-09,8.32189922676478
0.1625,812037.0,-2.3274490160328434e-05,-2.050531442528816e-06,8.868042995514268e-08,5.872400480050353e-10,2.9220851961257043e-09,0.17736085991028536,0.028199267105201795,-0.0572728698440638,8.344148904882008,7.196150482366946,8.592649149776788,8.346426515018564,-2.3409871308081233e-05,-1.9939068291927108e-06,8.817950369369891e-08,5.873961564004756e-10,2.931321114036709e-09,8.332289699426576
0.1675,789129.0,-2.3140591123399926e-05,-2.18389767013013e-06,8.853922183774152e-08,5.869230951951115e-10,2.9233319270721564e-09,0.17707844367548303,0.028184047031269255,-0.05729730577061427,8.3553401898654,7.20749181509597,8.603761218140296,8.356888759353808,-2.3453300638305487e-05,-2.125608324871878e-06,8.817721863045748e-08,5.872927970145637e-10,2.9312072108739672e-09,8.342259408620945
0.17250000000000001,746967.0,-2.2532015553485624e-05,-2.291146886209245e-06,8.851111166126038e-08,5.86391825627892e-10,2.9246510449123617e-09,0.17702222332252077,0.028158535466651372,-0.05732316048028229,8.372768345329465,7.2238583550979945,8.622813570428963,8.374964230247366,-2.349332456517247e-05,-2.2513917779420496e-06,8.81750234655241e-08,5.871968106448238e-10,2.9310980643232508e-09,8.351817330015312
0.1775,717652.0,-2.2888384726057732e-05,-2.398082314677586e-06,8.852857413141477e-08,5.865726366599108e-10,2.933542480732851e-09,0.17705714826282953,0.02816721801240892,-0.057497432622363884,8.373597373186245,7.226280406802842,8.626005928383595,8.376677623330448,-2.3530445752496793e-05,-2.371511892992513e-06,8.81729172090107e-08,5.871076139280972e-10,2.9309936108732775e-09,8.360974277960228
0.1825,685708.0,-2.3246745486127006e-05,-2.4945784826398333e-06,8.84497229952867e-08,5.868552678996083e-10,2.932083909260934e-09,0.1768994459905734,0.02818078996453919,-0.0574688446215143,8.374688343889058,7.227934987523319,8.626620455320959,8.377627580761903,-2.356506038420065e-05,-2.486215838189116e-06,8.81708980263932e-08,5.870246746007388e-10,2.9308937619821706e-09,8.369742344155398
0.1875,663122.0,-2.3611691944558906e-05,-2.609814388741105e-06,8.803226653061793e-08,5.869833844344284e-10,2.917069473445991e-09,0.17606453306123585,0.028186942120541254,-0.05717456167954142,8.375333199813655,7.230822538453063,8.62286443208426,8.376496184264974,-2.359747865645462e-05,-2.5957423312236187e-06,8.816896341348222e-08,5.869475065487074e-10,2.930798399278637e-09,8.378134483740247
0.1925,631728.0,-2.3813817615465668e-05,-2.696151779322233e-06,8.831776198116063e-08,5.870343542896469e-10,2.9255331019970887e-09,0.17663552396232127,0.028189389692988846,-0.05734044879914294,8.381684906022155,7.234018220128894,8.631602490126967,8.38361425670727,-2.3627940054134947e-05,-2.700320948430582e-06,8.81671103899337e-08,5.868756653091125e-10,2.930707374122968e-09,8.386164203414772
0.1975,608029.0,-2.3909038938205556e-05,-2.823803244564441e-06,8.831438063533459e-08,5.864350865575387e-10,2.92024774741007e-09,0.17662876127066918,0.02816061285649301,-0.05723685584923737,8.389174676900666,7.241694267875357,8.64070308592572,8.39308130420358,-2.3656626321502046e-05,-2.800171653513132e-06,8.816533572240668e-08,5.868087440492264e-10,2.930620512910335e-09,8.393845303597042
0.2025,580635.0,-2.3969672206837337e-05,-2.8867008816981093e-06,8.864102362816091e-08,5.87385684812538e-10,2.9271949709055284e-09,0.17728204725632182,0.028206260584698075,-0.05737302142974836,8.396820094893068,7.245280737990603,8.65063191024709,8.401965030033361,-2.368367437115921e-05,-2.8955045727356245e-06,8.816363615171742e-08,5.867463700536644e-10,2.930537627206198e-09,8.401191639627621
0.20750000000000002,563811.0,-2.388316925242938e-05,-3.000129526408048e-06,8.8336236271341e-08,5.868394588957545e-10,2.9184682560926067e-09,0.17667247254268198,0.02818003081617413,-0.05720197781941509,8.405923102738933,7.254594054334107,8.656473334208993,8.408856169847962,-2.3709189888232938e-05,-2.9865200655081693e-06,8.816200858007205e-08,5.866882016661785e-10,2.930458525910904e-09,8.408216893497064
0.2125,533768.0,-2.3713021668844014e-05,-3.0763964206610356e-06,8.807417727805472e-08,5.877886155929214e-10,2.9353290289246504e-09,0.17614835455610944,0.028225609320772088,-0.057532448966923146,8.408442014231664,7.262489247199558,8.661353434836661,8.411200045518903,-2.3733260740968728e-05,-3.073409102446852e-06,8.81604501826928e-08,5.866339255659534e-10,2.930383026136486e-09,8.414934372272489
0.2175,513009.0,-2.357500316707272e-05,-3.1685015055845934e-06,8.80036726683382e-08,5.858510339584761e-10,2.9252655521608505e-09,0.17600734533667642,0.02813256665068602,-0.05733520482235267,8.417967631045485,7.271054349129742,8.670345618793547,8.420809936282218,-2.3755968453309804e-05,-3.1563538842935346e-06,8.815895843328739e-08,5.865832542708348e-10,2.9303109603373207e-09,8.421356857625483
0.2225,489767.0,-2.344428626865291e-05,-3.219883838997283e-06,8.827973299921899e-08,5.865634294616707e-10,2.9269818631597e-09,0.17655946599843797,0.028166775882749427,-0.05736884451793012,8.430819875993155,7.276618693152225,8.681772866274782,8.431913105729103,-2.3777396339092133e-05,-3.2355285772187026e-06,8.815753105820472e-08,5.86535923815667e-10,2.9302421787400995e-09,8.427496520585287
0.2275,472927.0,-2.373066975235695e-05,-3.2983206183470598e-06,8.812051704923707e-08,5.857516327908272e-10,2.9159829118280167e-09,0.17624103409847414,0.028127793406615524,-0.05715326507182913,8.432020767721566,7.278044420426895,8.680709254253179,8.43236910361089,-2.3797633954963692e-05,-3.3111000402098504e-06,8.815616594895315e-08,5.864916915929497e-10,2.9301765475112555e-09,8.433364897888223
0.2325,450598.0,-2.400569869506567e-05,-3.3708549132707524e-06,8.819070279456347e-08,5.866036217548632e-10,2.9228658170424404e-09,0.17638140558912693,0.028168705916668528,-0.05728817001403183,8.43375797275741,7.2792146654159415,8.683323840872934,8.43411611106424,-2.381677840702396e-05,-3.383228460969822e-06,8.815486106508323e-08,5.86450334350912e-10,2.9301139440314005e-09,8.438972914642966
0.23750000000000002,431571.0,-2.396089678926964e-05,-3.4613148933829677e-06,8.840526230932375e-08,5.852150562134079e-10,2.930692022776357e-09,0.17681052461864752,0.028102026999367844,-0.0574415636464166,8.443438133761077,7.286323460335464,8.69553449102568,8.444117797679555,-2.3834933246164025e-05,-3.4520678582595186e-06,8.815361435311639e-08,5.864116463482609e-10,2.930054251096002e-09,8.444330937747846
0.2425,415009.0,-2.428192126381587e-05,-3.558018951598124e-06,8.852876325165399e-08,5.867826079006926e-10,2.943573681768031e-09,0.17705752650330797,0.028177300831391257,-0.057694044162653405,8.445592621972594,7.288550871473899,8.70034142985446,8.447288703329548,-2.3852205416860853e-05,-3.5177664315054486e-06,8.815242369699807e-08,5.86375437683532e-10,2.929997351855183e-09,8.449448850656498
0.2475,396627.0,-2.4562069495008286e-05,-3.6138127836836444e-06,8.835953708118551e-08,5.849533901973768e-10,2.923312387264961e-09,0.176719074162371,0.028089461797278035,-0.05729692279039323,8.446007313758981,7.288452353468536,8.697279716062521,8.4469281223668,-2.3868700530185756e-05,-3.580466752511209e-06,8.815128690470029e-08,5.863415328360757e-10,2.9299431268189686e-09,8.454336144365465
0.2525,385044.0,-2.390411159438596e-05,-3.6648869358496405e-06,8.863060523731323e-08,5.862161058919202e-10,2.9309482671812378e-09,0.17726121047462645,0.02815009740493001,-0.05744658603675226,8.464568306437561,7.301703439301963,8.717817145712115,8.466120628885811,-2.388451693513567e-05,-3.6403058168433137e-06,8.815020172590129e-08,5.863097694480602e-10,2.929891453356597e-09,8.459002017902671
0.2575,364044.0,-2.3674178728262364e-05,-3.689795224572398e-06,8.801129481593955e-08,5.83398713690182e-10,2.8963152331344043e-09,0.17602258963187908,0.02801480623140254,-0.056767778569434324,8.463534894266402,7.306845406962908,8.71315737673395,8.46619565947389,-2.3899739524457323e-05,-3.6974150058931404e-06,8.814916588854478e-08,5.862799973317641e-10,2.9298422071143515e-09,8.463455476561101
0.2625,349877.0,-2.3731682934949796e-05,-3.74738278951033e-06,8.828229594274408e-08,5.860701733191815e-10,2.9163557532019268e-09,0.17656459188548815,0.028143089722787094,-0.057160572762757766,8.470426317120218,7.31012947371464,8.721799465490141,8.472351476798819,-2.3914434533782663e-05,-3.751920036471251e-06,8.814817713949425e-08,5.86252077626731e-10,2.929795264142604e-09,8.46770541280309
0.2675,334342.0,-2.359637284551788e-05,-3.817179139103216e-06,8.795385221426019e-08,5.830782450191062e-10,2.912404457959971e-09,0.17590770442852038,0.02799941732581748,-0.05708312737601544,8.47077525011053,7.317111233662042,8.724396654063558,8.474313137424407,-2.3928646484896885e-05,-3.803940970644088e-06,8.81472332777557e-08,5.862258820000875e-10,2.929750502613737e-09,8.471760656218622
0.2725,323301.0,-2.378903757405567e-05,-3.8782185328931466e-06,8.806359140502756e-08,5.855694431120454e-10,2.9030220258543522e-09,0.1761271828100551,0.028119044658240423,-0.0568992317067453,8.47878904568186,7.31866889486953,8.728169331419354,8.480551323344429,-2.3942397907131773e-05,-3.853592320109884e-06,8.81463321765768e-08,5.862012918108045e-10,2.9297078037504807e-09,8.475629984465597
0.2775,307259.0,-2.332919616170071e-05,-3.9347897348277725e-06,8.806177537999508e-08,5.821889242213229e-10,2.887878537876637e-09,0.17612355075999014,0.027956712141107926,-0.05660241934238209,8.495265218071161,7.32946515805827,8.74101309612172,8.494172928944984,-2.3955691803089505e-05,-3.900983228355208e-06,8.814547179859357e-08,5.861781972331845e-10,2.929667052445852e-09,8.479322094202521
0.28250000000000003,295341.0,-2.3034042849541877e-05,-3.964275096089967e-06,8.827738307220643e-08,5.841107756539025e-10,2.9024137509276765e-09,0.17655476614441284,0.0280489994469004,-0.05688730951818246,8.503089110812516,7.335912520837535,8.752475515268458,8.503673667609297,-2.3968516271872863e-05,-3.946217682182179e-06,8.814465021102714e-08,5.861564964089514e-10,2.9296281384251775e-09,8.482845537813942
0.28750000000000003,282037.0,-2.3690470139334186e-05,-3.991452829751946e-06,8.82767252592425e-08,5.812518226490665e-10,2.8835584750093337e-09,0.176553450518485,0.027911712523608172,-0.05651774611018294,8.497912093987843,7.328239410264846,8.743309225904403,8.496741307363918,-2.3980850383965052e-05,-3.989394709123575e-06,8.814386560395833e-08,5.861360947221948e-10,2.9295909584386744e-09,8.486208637604237
0.2925,273730.0,-2.4510181774075407e-05,-4.041725054173245e-06,8.852161660511855e-08,5.828281095773376e-10,2.8972782383904246e-09,0.1770432332102371,0.02798740582190375,-0.05678665347245232,8.48920989428974,7.319840528286867,8.737566996200673,8.489520559628627,-2.3992670307389584e-05,-4.0306085489905e-06,8.814311630732622e-08,5.8611690425583e-10,2.9295554191772984e-09,8.489419393437272
0.2975,258828.0,-2.320805180438674e-05,-4.061288281647775e-06,8.809845382786046e-08,5.807381370508095e-10,2.9039400388260905e-09,0.17619690765572094,0.027887045341179872,-0.056917224760991376,8.50518731278648,7.340335290966943,8.754618845970672,8.504124233697354,-2.4003954774862308e-05,-4.069948820114674e-06,8.814240079736167e-08,5.86098843420276e-10,2.9295214399497867e-09,8.492485401015303
0.3025,248598.0,-2.4033106175675574e-05,-4.130746368546024e-06,8.819355304664296e-08,5.819175547463683e-10,2.903795641447206e-09,0.17638710609328592,0.027943680978920606,-0.05691439457236524,8.495793240481152,7.333222874879987,8.747799719799692,8.498005548070854,-2.4014689227888067e-05,-4.1075007124186936e-06,8.814171768477427e-08,5.860818366882916e-10,2.92948895405803e-09,8.495413794832531
0.3075,237299.0,-2.3472170988702897e-05,-4.127580267948713e-06,8.841897321820737e-08,5.803360178662167e-10,2.9047292800173868e-09,0.17683794643641476,0.027867735577935728,-0.05693269388834078,8.50905331613836,7.341226631325407,8.761296454482949,8.510314792332325,-2.4024868323198672e-05,-4.143345226949823e-06,8.814106568435155e-08,5.860658143515689e-10,2.9294579082703942e-09,8.498211222919542
0.3125,229458.0,-2.531368461675473e-05,-4.195267089553642e-06,8.85620278472165e-08,5.821810250667267e-10,2.927946452565552e-09,0.177124055694433,0.027956332823704213,-0.05738775047028482,8.481394879062723,7.319091792729179,8.737379391690615,8.483973271959696,-2.4034496836162137e-05,-4.1775594570538665e-06,8.814044357406978e-08,5.860507122347159e-10,2.929428260498749e-09,8.500883852553532
0.3175,218398.0,-2.4586142025410768e-05,-4.230414292915526e-06,8.888620286937033e-08,5.822838592856163e-10,2.9524704446810694e-09,0.17777240573874065,0.027961270922895295,-0.057868420715748964,8.497523925758241,7.332274559522636,8.758793627931883,8.500721412601774,-2.404358923625089e-05,-4.210216885882631e-06,8.813985015623346e-08,5.860364713414605e-10,2.929399976349037e-09,8.503437400290444
0.3225,210021.0,-2.485970993449164e-05,-4.316701646580102e-06,8.898625130678953e-08,5.836756277377892e-10,2.956113468643349e-09,0.17797250261357908,0.028028103643968637,-0.05793982398540964,8.502596881663495,7.334463425300092,8.763161650863927,8.504921862302824,-2.4052168301235967e-05,-4.241387668317637e-06,8.813928423154298e-08,5.860230374445755e-10,2.9293730254152206e-09,8.505877177496865
0.3275,200593.0,-2.4633905603083144e-05,-4.3305033103958064e-06,8.913545999323318e-08,5.826586210307189e-10,2.9477539508508672e-09,0.17827091998646638,0.027979266981895123,-0.057775977436677,8.51240377437918,7.338769028225212,8.770922958092846,8.51343352590512,-2.406026312601036e-05,-4.271138873313172e-06,8.81387445907461e-08,5.86010360650176e-10,2.9293473780164444e-09,8.508208143306142
0.3325,194614.0,-2.366755784126295e-05,-4.385146313240484e-06,8.958091037871358e-08,5.84861635030845e-10,2.9528323571135965e-09,0.17916182075742718,0.028085055714181177,-0.05787551419942649,8.54326650445445,7.35690492784767,8.800434884397728,8.542132470706035,-2.4067906846358055e-05,-4.299534678750479e-06,8.813823002155846e-08,5.85998394966895e-10,2.9293230027107016e-09,8.510434958795773
0.3375,184363.0,-2.3945037716909672e-05,-4.399870585450036e-06,8.924539136675716e-08,5.843651100262807e-10,2.934127131421448e-09,0.17849078273351432,0.028061212583462,-0.05750889177586038,8.537940751731487,7.3538843476732625,8.790920601524007,8.535822844373458,-2.4075134376511524e-05,-4.326636526170341e-06,8.813773932399935e-08,5.859870978975072e-10,2.9292998645640604e-09,8.512562037786083
0.3425,176621.0,-2.4751458497068038e-05,-4.437170310173212e-06,8.84540618894603e-08,5.858838391224956e-10,2.913906582551468e-09,0.1769081237789206,0.028134141954662236,-0.05711256901800877,8.515469103316537,7.344717534504354,8.7660777883202,8.515695998958037,-2.408198043349058e-05,-4.352503250180396e-06,8.813727132652396e-08,5.859764300560633e-10,2.929277923969425e-09,8.514593590726165
0.34750000000000003,169243.0,-2.5341551004628826e-05,-4.4757678853847425e-06,8.793001729917306e-08,5.854329675792615e-10,2.881221708069634e-09,0.17586003459834612,0.02811249110315614,-0.05647194547816482,8.503920562156885,7.338829955171965,8.749875378980397,8.505219241679681,-2.408847805110598e-05,-4.37719119493433e-06,8.813682489751473e-08,5.859663548064585e-10,2.9292571358236643e-09,8.516533659154213
