age_s,count,mean_v,mean_a,var_v,var_a,cov_va,term_v,term_a,term_cov,hazard_empirical_hz,hazard_mean_hz,hazard_voltage_only_hz,hazard_full_gaussian_hz,pde_mean_v,pde_mean_a,pde_var_v,pde_var_a,pde_cov_va,pde_hazard_hz
0.3525,161980.0,-2.5140561517953276e-05,-4.493259306628342e-06,8.84543504150344e-08,5.862783959592949e-10,2.874004438772735e-09,0.1769087008300688,0.02815308857396534,-0.056330486999945605,8.518152865071432,7.3430392095186825,8.764079728801004,8.52057750288719,-2.4094657657900144e-05,-4.400754321341762e-06,8.813639895003087e-08,5.859568379205861e-10,2.929237449009837e-09,8.51838613971696
0.3575,156528.0,-2.4376335142663504e-05,-4.499280332887118e-06,8.923679423690056e-08,5.851462732932514e-10,2.9084186981535225e-09,0.17847358847380113,0.028098724043541932,-0.05700500648380904,8.540582046701212,7.354705239009447,8.791750735821886,8.541251844036,-2.4100546636143526e-05,-4.423244299969009e-06,8.813599244057378e-08,5.859478472615602e-10,2.9292188062649112e-09,8.520154798715996
0.3625,149149.0,-2.4224405962080982e-05,-4.511368254718002e-06,8.882479107939264e-08,5.860749721738434e-10,2.913293803520484e-09,0.17764958215878526,0.028143320163787962,-0.057100558549001486,8.539011509499447,7.357811934053547,8.788219919011146,8.537386587311897,-2.4106169152340907e-05,-4.444710581318589e-06,8.813560436433588e-08,5.859393525030927e-10,2.9292011445578143e-09,8.52184328006647
0.3675,143186.0,-2.443243589398887e-05,-4.543823408746976e-06,8.796720078986281e-08,5.867084378367955e-10,2.928436886674955e-09,0.17593440157972562,0.02817373918492292,-0.05739736297882912,8.520719373074401,7.357090908565307,8.772299732446799,8.51965098162001,-2.4111546010075583e-05,-4.4652004388625406e-06,8.813523374986796e-08,5.859313248959547e-10,2.9291843960433136e-09,8.523455110560622
0.3725,136813.0,-2.5430598776977127e-05,-4.57463106937376e-06,8.84685703285775e-08,5.870083552539218e-10,2.9338141315021437e-09,0.176937140657155,0.028188141219293326,-0.05750275697744202,8.511314151199544,7.3446355303120585,8.766234279621402,8.512985569821684,-2.4116694348149528e-05,-4.484758988322966e-06,8.813487965572701e-08,5.859237370868119e-10,2.9291684895536763e-09,8.524993705794367
0.3775,132403.0,-2.4075716468041056e-05,-4.579938081173526e-06,8.857502638099323e-08,5.875034712895038e-10,2.9234789456341047e-09,0.17715005276198648,0.028211916691321972,-0.05730018733442845,8.541956295948289,7.364947784874729,8.792349892691492,8.540279557870164,-2.4121627167750854e-05,-4.50342919466329e-06,8.813454117078437e-08,5.859165629875664e-10,2.9291533525051944e-09,8.526462378037849
0.3825,125459.0,-2.357128608063274e-05,-4.5872993852498306e-06,8.88146828533633e-08,5.872352211672866e-10,2.945112357174123e-09,0.1776293657067266,0.028199035320453102,-0.057724202200612806,8.550541756763417,7.3729136096397,8.806079432128026,8.549879255119889,-2.412635285558237e-05,-4.5212518822250905e-06,8.813421741875209e-08,5.859097776887034e-10,2.9291389130645813e-09,8.527864344522325
0.3875,120461.0,-2.3157099765406e-05,-4.604046383396576e-06,8.818073407528352e-08,5.874881597962418e-10,2.96098885670045e-09,0.17636146815056705,0.02821118143341553,-0.05803538159132882,8.542537854946548,7.380234808871377,8.803654533529102,8.544969293183872,-2.4130874992244717e-05,-4.5382657621286765e-06,8.81339075663957e-08,5.8590335740968e-10,2.9291251024226663e-09,8.529202732395957
0.3925,115261.0,-2.3004051823488553e-05,-4.652562918447626e-06,8.80649620583052e-08,5.883615889818812e-10,2.977307233145362e-09,0.1761299241166104,0.028253123502909934,-0.05835522176964909,8.544913199067226,7.386005144523906,8.80849799769924,8.547294830600435,-2.4135192734163158e-05,-4.554507485852979e-06,8.813361083403233e-08,5.858972794814304e-10,2.929111857023638e-09,8.530480576166038
0.3975,111307.0,-2.3771109136460567e-05,-4.666550248803206e-06,8.785746380411339e-08,5.892810781669467e-10,2.9566477593865704e-09,0.1757149276082268,0.02829727737357678,-0.05795029608397678,8.532482388211871,7.375693813187232,8.792551140912344,8.535653181373785,-2.413930192146515e-05,-4.570011727572113e-06,8.813332650641267e-08,5.85891522357496e-10,2.9290991205745935e-09,8.531700805226262
0.4025,105943.0,-2.5005142262875947e-05,-4.675538415589055e-06,8.765053916544153e-08,5.897818492894049e-10,2.9280139350367127e-09,0.17530107833088304,0.028321324402877223,-0.05738907312671957,8.5178699877525,7.358160665629817,8.768020517777442,8.51682246835051,-2.414319683920299e-05,-4.584811292697118e-06,8.813305394197141e-08,5.858860656490089e-10,2.9290868456294697e-09,8.53286622248506
0.40750000000000003,101585.0,-2.4820189382025137e-05,-4.687840081251816e-06,8.774441672243355e-08,5.883478137015431e-10,2.9083761660576087e-09,0.1754888334448671,0.0282524620139481,-0.057004172854729133,8.522945977951595,7.361770449611823,8.773969157102101,8.525294573393051,-2.414687232777603e-05,-4.598937247034573e-06,8.813279257859797e-08,5.858808901747711e-10,2.9290749945371553e-09,8.53397947881317
0.41250000000000003,97076.0,-2.2191909900218866e-05,-4.6369320765239385e-06,8.766998383314058e-08,5.890887246378429e-10,2.9034737764280236e-09,0.17533996766628115,0.028288040557109217,-0.05690808601798926,8.56378966237414,7.396878704572544,8.814499907201972,8.565804333908433,-2.415032578550389e-05,-4.61241905954705e-06,8.813254193442267e-08,5.858759780130733e-10,2.9290635395999414e-09,8.535043050522079
0.4175,94014.0,-2.315441977299794e-05,-4.667382871878475e-06,8.775252784322586e-08,5.879446525882477e-10,2.885886408476752e-09,0.17550505568645172,0.028233102217287653,-0.05656337360614434,8.553741084914195,7.384856707392478,8.801626802196157,8.555773317565478,-2.4153558588718548e-05,-4.625284750946648e-06,8.813230160263895e-08,5.858713125398965e-10,2.9290524624044975e-09,8.536059227316633
0.4225,88964.0,-2.2234770802415057e-05,-4.593337051521533e-06,8.80516169450393e-08,5.861109445121496e-10,2.900376287684411e-09,0.1761032338900786,0.028145047555473424,-0.05684737523861445,8.56500313135742,7.39308542605494,8.816706568821047,8.56724377509829,-2.4156576583971954e-05,-4.637561039760443e-06,8.813207124014471e-08,5.858668784397565e-10,2.929041752431285e-09,8.537030115902716
0.4275,85550.0,-2.1092388668958902e-05,-4.634442721539425e-06,8.812808542962789e-08,5.842656251722228e-10,2.9015453272830453e-09,0.1762561708592558,0.028056435320770137,-0.056870288414747686,8.589732806337391,7.412981805989425,8.84178635146402,8.59065581228166,-2.4159389548152826e-05,-4.649273477287463e-06,8.81318505508579e-08,5.858626616810414e-10,2.929031405175584e-09,8.53795766029503
0.4325,81738.0,-2.0842280421261656e-05,-4.545405021956803e-06,8.787412045131084e-08,5.842670486022512e-10,2.886797558650915e-09,0.17574824090262167,0.0280565036738801,-0.05658123214955794,8.586487584932081,7.410222074096772,8.834006502718099,8.585578875590155,-2.4162009795055253e-05,-4.660446563630232e-06,8.81316392657758e-08,5.858586494550629e-10,2.929021420080173e-09,8.538843675114355
0.4375,78915.0,-2.2819084061198052e-05,-4.629613322148989e-06,8.890434509439352e-08,5.843475510586643e-10,2.9412162381719446e-09,0.17780869018878703,0.028060369401837062,-0.05764783826817011,8.565058727569582,7.387076410696316,8.824577555632429,8.567305425635533,-2.416445034501213e-05,-4.67110383919914e-06,8.813143712289338e-08,5.858548300851374e-10,2.929011798574263e-09,8.539689884299449
0.4425,75035.0,-2.2582749010699904e-05,-4.584701970899799e-06,8.939357994282066e-08,5.856213428989575e-10,2.997985412146995e-09,0.1787871598856413,0.02812153688600794,-0.058760514078081104,8.569129934134944,7.387316781642926,8.833503790530408,8.566958458761237,-2.4166723191766792e-05,-4.681267949723394e-06,8.813124385049332e-08,5.858511929167609e-10,2.9290025424385994e-09,8.540497955968481
0.4475,72189.0,-2.245138060375048e-05,-4.689187957252423e-06,8.859114138654208e-08,5.864961136756419e-10,3.010360036448376e-09,0.17718228277308415,0.028163543378704324,-0.05900305671438817,8.559323425488543,7.39682815613366,8.830693614299836,8.562515811720866,-2.4168838159063987e-05,-4.690960687271134e-06,8.813105915678613e-08,5.858477282010417e-10,2.928993652603672e-09,8.541269525255728
0.4525,68897.0,-2.343532137777259e-05,-4.622872873716861e-06,8.823611148504165e-08,5.89379922040021e-10,3.012858402011528e-09,0.1764722229700833,0.028302023856361807,-0.05905202467942595,8.529299816177184,7.377490288058252,8.801355417829896,8.534832521962665,-2.41708026533075e-05,-4.700203014088936e-06,8.813088272745154e-08,5.858444269816016e-10,2.928985128371779e-09,8.542006200481374
0.4575,66804.0,-2.4044714344746565e-05,-4.669554980103957e-06,8.776371801075646e-08,5.896508328192201e-10,2.9822442323270355e-09,0.1755274360215129,0.02831503299197895,-0.0584519869536099,8.522043668899379,7.371875932554211,8.78635233079049,8.525508693451146,-2.417262235243641e-05,-4.709015079073205e-06,8.813071423077416e-08,5.858412809902384e-10,2.9289769669662062e-09,8.54270955279101
0.4625,63399.0,-2.2440348418091984e-05,-4.625256829513866e-06,8.847116072584004e-08,5.918108963130549e-10,2.9650215888746597e-09,0.17694232145168007,0.0284187592409529,-0.05811442314194333,8.566036193748417,7.39235841538007,8.82323992979016,8.565080047730548,-2.4174302613428483e-05,-4.717416237399662e-06,8.813055332831973e-08,5.858382825517081e-10,2.9289691632776685e-09,8.543381093843607
0.4675,60883.0,-2.3005118911087442e-05,-4.726364466970995e-06,8.859173132416407e-08,5.908647410041997e-10,2.9513285163951428e-09,0.17718346264832813,0.02837332486302167,-0.0578460389213448,8.562721804249687,7.391333268822445,8.824143961657121,8.567867620270718,-2.4175850208526166e-05,-4.725425081804868e-06,8.813039968813669e-08,5.858354244945162e-10,2.9289617097016493e-09,8.544022248884188
0.47250000000000003,58229.0,-2.313378641680369e-05,-4.68098805826544e-06,8.870484760707659e-08,5.937060668412366e-10,2.9802625813900416e-09,0.17740969521415317,0.02850976532971618,-0.05841314659524482,8.55273701819926,7.38614619776696,8.819946509797912,8.560104723101656,-2.4177274951121006e-05,-4.733059489578304e-06,8.813025299732601e-08,5.858327000640348e-10,2.928954596024946e-09,8.544634332996482
0.47750000000000004,55911.0,-2.171376990538992e-05,-4.657101953575191e-06,8.81431723931476e-08,5.913714993362307e-10,2.991667658616659e-09,0.1762863447862952,0.0283976593981258,-0.05863668610888651,8.566483448681966,7.405419220871609,8.833032649986645,8.569928396236017,-2.4178590837779317e-05,-4.740336683668204e-06,8.813011297152251e-08,5.858301028370152e-10,2.928947809395926e-09,8.545218536742004
0.4825,54146.0,-2.2221824754184313e-05,-4.665397874238566e-06,8.798690551558754e-08,5.955298665065821e-10,2.9991454499288713e-09,0.1759738110311751,0.028597344189646073,-0.05878325081860588,8.555413726187455,7.398499798011464,8.822021693391687,8.559700096303958,-2.4179816472349294e-05,-4.747273301075472e-06,8.812997935985374e-08,5.858276266409008e-10,2.9289413344660763e-09,8.545775924582822
0.4875,51524.0,-2.218903073794654e-05,-4.67982687064095e-06,8.770406415360902e-08,5.931087097765856e-10,2.943215100325716e-09,0.17540812830721805,0.02848108024347164,-0.057687015966384037,8.557208991970287,7.400031388248924,8.81885788523152,8.5650197223451,-2.4180974701534537e-05,-4.753885458434378e-06,8.812985194502477e-08,5.858252654852659e-10,2.928935153796274e-09,8.54630744643498
0.4925,49480.0,-2.112937758015971e-05,-4.6436231143052636e-06,8.754783014033997e-08,5.952472794293205e-10,2.9184255813442144e-09,0.17509566028067994,0.028583774358195972,-0.0572011413943466,8.574985406996783,7.41310034071414,8.83167253410945,8.58251543353477,-2.4182091538170625e-05,-4.76018880417995e-06,8.812973053900827e-08,5.858230135144595e-10,2.928929248578037e-09,8.546813960169134
0.4975,47131.0,-2.2888118164366694e-05,-4.6090452548401104e-06,8.758962140702648e-08,5.94323072734046e-10,2.9346494282091554e-09,0.17517924281405298,0.028539393952688886,-0.05751912879289944,8.54624777799108,7.384567925044078,8.798415513452326,8.547098897555847,-2.4183194554840136e-05,-4.766198548877664e-06,8.812961497541282e-08,5.858208649891119e-10,2.928923599643863e-09,8.54729626125849
