chi_target,theta1,sigma,Seed,Closure,mc_mean_hz,bias_hz_50ms,rmse_hz_50ms,crmse_hz_50ms,mc_std_hz_50ms,nrmse_50ms,centered_nrmse_50ms,mc_mean_hz_50ms,closure_mean_hz_50ms,mass_min,mass_final,mass_error_max,tail_mass_max,cum_leak_final,runtime_s,pde_kappa,use_jensen,dr,dt,R_max,dynamic_joint_moments,min_cov_eigenvalue,covariance_projection_total
0.18,2000.0,0.003,0,mean_only,8.137466666666668,-1.0127277648989643,1.0167628932532748,0.09049450425035946,0.10538685716450649,9.647909811620353,0.8586887082997416,8.137466666666668,7.124738901767703,0.999981919478943,0.999981919478943,1.808052105700675e-05,1.5813608127319974e-05,1.808052105443461e-05,8.467472064992762,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.18,2000.0,0.003,0,variance_corrected,8.137466666666668,0.25948528275142485,0.27459093529557493,0.08981965142390458,0.10538685716450649,2.6055519889633363,0.8522851315671948,8.137466666666668,8.396951949418094,0.9999988052259451,0.9999988052259451,1.1947740549134167e-06,1.8273729642245546e-06,1.194774054244256e-06,8.78037606801081,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.18,2000.0,0.003,0,joint_gaussian,8.137466666666668,0.0028079974454196196,0.08998699704757261,0.08994317532746084,0.10538685716450649,0.8538730489619304,0.853457231266149,8.137466666666668,8.140274664112088,0.9999978745740994,0.9999978745740994,2.1254259006120435e-06,2.9057664293713527e-06,2.125425899807831e-06,32.05235183698824,2.0,False,0.001,0.0001,2.0,True,-1.6543612251060553e-24,1.0821145877469886e-11
0.18,2000.0,0.003,1,mean_only,8.130866666666668,-1.0077735681337185,1.0126432705025128,0.09919086986743472,0.11550731204827565,8.766919189317505,0.8587410451208356,8.130866666666668,7.12309309853295,0.9999819259988314,0.9999819259988314,1.8074001168599807e-05,1.578850690846891e-05,1.807400116689509e-05,8.39039863999642,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.18,2000.0,0.003,1,variance_corrected,8.130866666666668,0.2641766564274724,0.28202181212338046,0.0987268793802201,0.11550731204827565,2.441592719303441,0.8547240657713318,8.130866666666668,8.395043323094141,0.9999988057738791,0.9999988057738791,1.194226120881936e-06,1.8351801852477351e-06,1.1942261178249854e-06,8.573742947002756,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.18,2000.0,0.003,1,joint_gaussian,8.130866666666668,0.007555919767962754,0.09905999732981918,0.09877140855249505,0.11550731204827565,0.8576080212862853,0.8551095753246694,8.130866666666668,8.138422586434631,0.999997875507109,0.999997875507109,2.124492891053542e-06,2.917785962542263e-06,2.124492890815558e-06,28.832072771998355,2.0,False,0.001,0.0001,2.0,True,-1.6543612251060553e-24,2.0341029394323868e-11
0.18,2000.0,0.003,2,mean_only,8.149900000000002,-1.0273020304113418,1.0328735299101344,0.10713667486792346,0.12187105602313958,8.475133995015382,0.8790986011279125,8.149900000000002,7.12259796958866,0.999981921918944,0.999981921918944,1.8078081056027706e-05,1.5896020291239234e-05,1.807808105450603e-05,8.354385999002261,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.18,2000.0,0.003,2,variance_corrected,8.149900000000002,0.2445631687828862,0.26685259934219757,0.10676687805944753,0.12187105602313958,2.1896306477522476,0.8760642727111166,8.149900000000002,8.394463168782888,0.9999988053808119,0.9999988053808119,1.194619188127355e-06,1.8489136339936635e-06,1.1946191869183678e-06,8.65175547200488,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.18,2000.0,0.003,2,joint_gaussian,8.149900000000002,-0.012036343950421533,0.10745975357461036,0.1067835430327311,0.12187105602313958,0.8817495891248128,0.8762010153785504,8.149900000000002,8.13786365604958,0.9999978747923588,0.9999978747923588,2.1252076412014986e-06,2.9381597553859073e-06,2.125207639701054e-06,29.359249109998927,2.0,False,0.001,0.0001,2.0,True,-1.6543612251060553e-24,1.3453334207521422e-11
0.18,2000.0,0.003,3,mean_only,8.129733333333336,-1.008463897133165,1.013322558369428,0.09911193409147151,0.12018976626039814,8.431021957177332,0.8246287281792338,8.129733333333336,7.12126943620017,0.9999819280076185,0.9999819280076185,1.8071992381463176e-05,1.5966809028829053e-05,1.8071992380591887e-05,8.545585636005853,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.18,2000.0,0.003,3,variance_corrected,8.129733333333336,0.2631853160181612,0.2811578126081673,0.09891008554758178,0.12018976626039814,2.339282464357427,0.822949312783314,8.129733333333336,8.392918649351495,0.9999988058383535,0.9999988058383535,1.1941616464561378e-06,1.859479938448842e-06,1.194161643725791e-06,8.899151122997864,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.18,2000.0,0.003,3,joint_gaussian,8.129733333333336,0.006633869224726546,0.09908227345698145,0.09885994483365483,0.12018976626039814,0.8243819464821484,0.8225321332222995,8.129733333333336,8.136367202558063,0.9999978755464826,0.9999978755464826,2.124453517438063e-06,2.9541776763008936e-06,2.1244535139239935e-06,29.562102939002216,2.0,False,0.001,0.0001,2.0,True,-1.6543612251060553e-24,1.667475191727085e-11
0.18,2000.0,0.003,4,mean_only,8.164133333333336,-1.0390209559097103,1.042573490354233,0.08599381355585764,0.09178586915920797,11.358758160755967,0.9368959987369769,8.164133333333336,7.1251123774236245,0.999981902562726,0.999981902562726,1.8097437273989492e-05,1.587326002405793e-05,1.8097437272548014e-05,8.479264085006434,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.18,2000.0,0.003,4,variance_corrected,8.164133333333336,0.23326102580220068,0.24909782947455442,0.0874015016497959,0.09178586915920797,2.713901734072808,0.952232652481537,8.164133333333336,8.397394359135534,0.9999988039369971,0.9999988039369971,1.1960630028617913e-06,1.826661180672862e-06,1.1960630021961026e-06,8.653457687003538,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.18,2000.0,0.003,4,joint_gaussian,8.164133333333336,-0.023436821861035056,0.09011830737824372,0.0870173816301877,0.09178586915920797,0.9818320423803825,0.9480476943487994,8.164133333333336,8.1406965114723,0.999997872343557,0.999997872343557,2.1276564430294798e-06,2.907104394245591e-06,2.1276564394316578e-06,38.5686639189953,2.0,False,0.001,0.0001,2.0,True,-1.6543612251060553e-24,1.3494568636117542e-11
0.18,2500.0,0.0024,0,mean_only,8.146133333333335,-1.0240624311808437,1.0279360104086697,0.08915480098610556,0.1108365174207425,9.274344181228276,0.8043811106737344,8.146133333333335,7.122070902152491,0.9999818248597043,0.9999818248597043,1.817514029567313e-05,1.6178737073139915e-05,1.817514029431473e-05,8.462401112003135,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.18,2500.0,0.0024,0,variance_corrected,8.146133333333335,0.24771351556704904,0.2630872750025018,0.08861675052525558,0.1108365174207425,2.3736515827523315,0.7995266595111495,8.146133333333335,8.393846848900385,0.9999987975467524,0.9999987975467524,1.2024532476395677e-06,1.8892155460006458e-06,1.202453246339672e-06,8.991889430995798,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.18,2500.0,0.0024,0,joint_gaussian,8.146133333333335,0.0007705207331797027,0.08867795996354876,0.08867461238199181,0.1108365174207425,0.8000789092544431,0.8000487063787589,8.146133333333335,8.146903854066515,0.999997815697428,0.999997815697428,2.184302572039165e-06,3.048305635284479e-06,2.1843025700254578e-06,28.89721240599465,2.0,False,0.001,0.0001,2.0,True,-8.271806125530277e-25,6.915640045875459e-12
0.18,2500.0,0.0024,1,mean_only,8.134166666666669,-1.0126446372381097,1.018101284027711,0.10526662914604464,0.13270476856277358,7.671926902507025,0.793239235380228,8.134166666666669,7.121522029428559,0.9999818612185732,0.9999818612185732,1.813878142675751e-05,1.6089577572028915e-05,1.8138781425530153e-05,9.177160803010338,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.18,2500.0,0.0024,1,variance_corrected,8.134166666666669,0.259044069022277,0.2791717500087499,0.10408187309675837,0.13270476856277358,2.103705488749583,0.7843114774547407,8.134166666666669,8.393210735688946,0.9999988005110148,0.9999988005110148,1.1994889852484647e-06,1.8764697224217117e-06,1.1994889842796007e-06,8.699519899993902,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.18,2500.0,0.0024,1,joint_gaussian,8.134166666666669,0.012115995613308206,0.10494907548267392,0.10424735533799545,0.13270476856277358,0.7908463020530394,0.7855584728945376,8.134166666666669,8.146282662279976,0.9999978207967234,0.9999978207967234,2.17920327660881e-06,3.0294688324687895e-06,2.1792032759588637e-06,28.541098292000243,2.0,False,0.001,0.0001,2.0,True,-1.6543612251060553e-24,1.5573457591589105e-11
0.18,2500.0,0.0024,2,mean_only,8.159600000000001,-1.0386035598656576,1.0442972359795202,0.10890070022203553,0.1325921926523617,7.876008497103012,0.8213206075229335,8.159600000000001,7.120996440134343,0.9999818463882674,0.9999818463882674,1.815361173262975e-05,1.609899779938235e-05,1.8153611732129176e-05,9.177028605001396,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.18,2500.0,0.0024,2,variance_corrected,8.159600000000001,0.23299310190284575,0.25689598645230816,0.10821165519940373,0.1325921926523617,1.937489540774499,0.8161238835767628,8.159600000000001,8.392593101902847,0.9999987993402653,0.9999987993402653,1.2006597347458126e-06,1.8687781832547265e-06,1.2006597335420695e-06,8.489499285002239,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.18,2500.0,0.0024,2,joint_gaussian,8.159600000000001,-0.013912463132208647,0.10915224284046791,0.10826197618138796,0.1325921926523617,0.8232177223786467,0.8165034005074177,8.159600000000001,8.145687536867792,0.9999978186792843,0.9999978186792843,2.1813207157217462e-06,3.017254111951822e-06,2.181320712857083e-06,28.67971099499846,2.0,False,0.001,0.0001,2.0,True,-1.6543612251060553e-24,8.615224247680415e-12
0.18,2500.0,0.0024,3,mean_only,8.144900000000002,-1.017937388061643,1.0228314770962021,0.09993850371622766,0.13551273155518953,7.547862590900834,0.7374842390770217,8.144900000000002,7.126962611938359,0.9999822176154161,0.9999822176154161,1.778238458394199e-05,1.6079396455200503e-05,1.778238458159588e-05,8.385148043002118,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.18,2500.0,0.0024,3,variance_corrected,8.144900000000002,0.25461351987038944,0.27323668327538775,0.09914756974603743,0.13551273155518953,2.016317434824256,0.7316476364116249,8.144900000000002,8.399513519870391,0.9999988288720932,0.9999988288720932,1.17112790676277e-06,1.8752338256296149e-06,1.171127905148149e-06,8.556924700998934,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.18,2500.0,0.0024,3,joint_gaussian,8.144900000000002,0.007494259232789643,0.09944988808902828,0.09916711309437215,0.13551273155518953,0.7338785584771854,0.7317918542139703,8.144900000000002,8.152394259232793,0.999997869905237,0.999997869905237,2.130094763019841e-06,3.026625539605048e-06,2.130094762115858e-06,29.574681924001197,2.0,False,0.001,0.0001,2.0,True,-8.271806125530277e-25,1.0705330670304194e-11
0.18,2500.0,0.0024,4,mean_only,8.169033333333335,-1.0424322680783171,1.0461427340036156,0.08803173505989455,0.10192127226394583,10.264223657789676,0.8637228824216253,8.169033333333335,7.126601065255018,0.9999819815823631,0.9999819815823631,1.801841763693357e-05,1.5761500576501816e-05,1.8018417634639717e-05,9.338713268996798,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.18,2500.0,0.0024,4,variance_corrected,8.169033333333335,0.23008350617678414,0.24683159268873753,0.08937234099348956,0.10192127226394583,2.421786808641056,0.8768762301361559,8.169033333333335,8.39911683951012,0.9999988102641258,0.9999988102641258,1.1897358741519426e-06,1.830995657819129e-06,1.1897358727606973e-06,8.759186299997964,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.18,2500.0,0.0024,4,joint_gaussian,8.169033333333335,-0.017029596122582633,0.09059454909043087,0.08897957732423886,0.10192127226394583,0.8888679181301612,0.8730226315641761,8.169033333333335,8.152003737210753,0.9999978376522212,0.9999978376522212,2.1623477788335066e-06,2.9573310954240224e-06,2.1623477762619603e-06,29.920995983004104,2.0,False,0.001,0.0001,2.0,True,-8.271806125530277e-25,1.0664280374963565e-11
0.405,1500.0,0.006,0,mean_only,9.558233333333337,-2.430743489661042,2.4327888581187684,0.0997382356836223,0.11022860696162638,22.0703946568579,0.9048307733612558,9.558233333333337,7.127489843672294,0.9999820128932986,0.9999820128932986,1.798710670142256e-05,1.572337728048242e-05,1.7987106700514756e-05,8.592564053993556,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.405,1500.0,0.006,0,variance_corrected,9.558233333333337,0.7031169713940302,0.710007645655809,0.09867817097712812,0.11022860696162638,6.441228508884107,0.8952138078954469,9.558233333333337,10.261350304727367,0.9999999822640414,0.9999999822640414,1.773595859067001e-08,6.712237702561172e-08,1.7735956278964693e-08,9.738708628996392,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.405,1500.0,0.006,0,joint_gaussian,9.558233333333337,0.029916707095133856,0.10322975125229791,0.0987996567817686,0.11022860696162638,0.9365059951110063,0.8963159338134744,9.558233333333337,9.588150040428468,0.9999998725574333,0.9999998725574333,1.2744256672192478e-07,3.2178241279698037e-07,1.2744256600192088e-07,30.31619964200945,2.0,False,0.001,0.0001,2.0,True,-6.617444900424222e-24,4.978483191459627e-11
0.405,1500.0,0.006,1,mean_only,9.551900000000002,-2.4271330061538303,2.4293392052407237,0.10351011814457173,0.11502424305965758,21.120236400779802,0.8998982770170109,9.551900000000002,7.124766993846173,0.9999819921301707,0.9999819921301707,1.8007869829306244e-05,1.580640429313828e-05,1.8007869827535915e-05,8.90676595599507,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.405,1500.0,0.006,1,variance_corrected,9.551900000000002,0.705686180142068,0.7131709967534274,0.10305282997945268,0.11502424305965758,6.200179873242371,0.8959226962789409,9.551900000000002,10.257586180142068,0.9999999822338589,0.9999999822338589,1.776614111381747e-08,6.766022363812654e-08,1.7766138353460588e-08,9.107620684997528,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.405,1500.0,0.006,1,joint_gaussian,9.551900000000002,0.032744348984712644,0.10801589759701433,0.10293319067849803,0.11502424305965758,0.9390707099979927,0.8948825737989121,9.551900000000002,9.584644348984714,0.9999998723700236,0.9999998723700236,1.276299763652844e-07,3.243409033897776e-07,1.2762997425253032e-07,28.735939314996358,2.0,False,0.001,0.0001,2.0,True,-3.308722450212111e-24,3.670828526526488e-11
0.405,1500.0,0.006,2,mean_only,9.567733333333335,-2.443429213381193,2.4459669697490853,0.11139163477967154,0.12075922592037622,20.25490765700881,0.922427532395071,9.567733333333335,7.124304119952144,0.9999819987858619,0.9999819987858619,1.8001214138085864e-05,1.5839886178014676e-05,1.80012141372165e-05,8.621441187002347,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.405,1500.0,0.006,2,variance_corrected,9.567733333333335,0.6892012695106622,0.6981701160018842,0.11154873815053364,0.12075922592037622,5.781505393734715,0.9237284961074891,9.567733333333335,10.256934602844,0.9999999822386881,0.9999999822386881,1.7761311865704954e-08,6.783155984256185e-08,1.7761309229226073e-08,8.708378887997242,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.405,1500.0,0.006,2,joint_gaussian,9.567733333333335,0.0163119600376375,0.1124561864755447,0.1112668586612968,0.12075922592037622,0.9312430219591983,0.9213942687464866,9.567733333333335,9.584045293370973,0.9999998723988827,0.9999998723988827,1.276011173390046e-07,3.249021654383921e-07,1.276011173022362e-07,28.683749050003826,2.0,False,0.001,0.0001,2.0,True,-6.617444900424222e-24,5.3605406249413605e-11
0.405,1500.0,0.006,3,mean_only,9.562533333333338,-2.4468131356844056,2.448826537240174,0.09928186407368252,0.10929428725949293,22.405805450984147,0.908390242190442,9.562533333333338,7.115720197648931,0.9999816338624405,0.9999816338624405,1.836613755945571e-05,1.6189971151489644e-05,1.8366137556818722e-05,8.419476312992629,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.405,1500.0,0.006,3,variance_corrected,9.562533333333338,0.6825074095816097,0.6900665335684077,0.10185998535891948,0.10929428725949293,6.313839001758721,0.9319790440380247,9.562533333333338,10.245040742914947,0.9999999816839664,0.9999999816839664,1.8316033578713586e-08,6.957796924303195e-08,1.8316031405957457e-08,8.539234032999957,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.405,1500.0,0.006,3,joint_gaussian,9.562533333333338,0.010464519994509546,0.10137707174289762,0.10083553191434615,0.10929428725949293,0.9275605732457196,0.9226056955285914,9.562533333333338,9.572997853327845,0.999999868932774,0.999999868932774,1.3106722596134546e-07,3.3202297408262496e-07,1.3106722336290746e-07,28.76900963600201,2.0,False,0.001,0.0001,2.0,True,-6.617444900424222e-24,5.362385122218097e-11
0.405,1500.0,0.006,4,mean_only,9.594333333333335,-2.4706345627043373,2.472476523939641,0.09542022324119354,0.0958189198552505,25.80363593823333,0.9958390616940865,9.594333333333335,7.123698770629,0.9999818256725256,0.9999818256725256,1.8174327474418384e-05,1.6051608194405868e-05,1.817432747373406e-05,8.636262165004155,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.405,1500.0,0.006,4,variance_corrected,9.594333333333335,0.6617861289696851,0.6691606667052744,0.09907127418564131,0.0958189198552505,6.98359643081081,1.0339427154397483,9.594333333333335,10.256119462303023,0.9999999819809602,0.9999999819809602,1.8019039815797555e-08,6.74928033290512e-08,1.8019036997090643e-08,8.616746315005003,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.405,1500.0,0.006,4,joint_gaussian,9.594333333333335,-0.011054999534618536,0.09857577197202019,0.09795391674236056,0.0958189198552505,1.028771479796833,1.0222815795704576,9.594333333333335,9.583278333798717,0.999999870787886,0.999999870787886,1.292121140084035e-07,3.23932193333609e-07,1.2921211332008644e-07,29.223398718997487,2.0,False,0.001,0.0001,2.0,True,-6.617444900424222e-24,5.360971263934236e-11
0.405,2000.0,0.0045000000000000005,0,mean_only,9.515966666666671,-2.3912277648989657,2.3930813028524054,0.09416951968690859,0.11023655414950526,21.70860039408394,0.8542494856941356,9.515966666666671,7.124738901767703,0.999981919478943,0.999981919478943,1.808052105700675e-05,1.5813608127319974e-05,1.808052105443461e-05,8.396883344001253,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.405,2000.0,0.0045000000000000005,0,variance_corrected,9.515966666666671,0.7415572798860925,0.7473331812031365,0.09273448320414228,0.11023655414950526,6.779359051713342,0.8412316941472401,9.515966666666671,10.25752394655276,0.9999999821214677,0.9999999821214677,1.7878532321269347e-08,6.720309873017647e-08,1.7878529705131737e-08,8.611716857005376,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.405,2000.0,0.0045000000000000005,0,joint_gaussian,9.515966666666671,0.020367380152321774,0.09506491499976569,0.09285746006457148,0.11023655414950526,0.862371975731721,0.842347266575805,9.515966666666671,9.536334046818991,0.9999998904157368,0.9999998904157368,1.0958426321927561e-07,2.859374916654892e-07,1.0958425936901014e-07,29.196537822004757,2.0,False,0.001,0.0001,2.0,True,-3.308722450212111e-24,2.7887679370537547e-11
0.405,2000.0,0.0045000000000000005,1,mean_only,9.497600000000002,-2.374506901467054,2.3768395225806835,0.10527626031971442,0.12658346616722901,18.77685605038377,0.8316746531544198,9.497600000000002,7.12309309853295,0.9999819259988314,0.9999819259988314,1.8074001168599807e-05,1.578850690846891e-05,1.807400116689509e-05,8.79989484399266,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.405,2000.0,0.0045000000000000005,1,variance_corrected,9.497600000000002,0.7576505938581186,0.7645697626834469,0.10262796712525458,0.12658346616722901,6.040044453146639,0.8107533332170973,9.497600000000002,10.25525059385812,0.9999999821323169,0.9999999821323169,1.7867683110850408e-08,6.756273617291418e-08,1.7867680962376026e-08,8.921983214997454,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.405,2000.0,0.0045000000000000005,1,joint_gaussian,9.497600000000002,0.03661933518146812,0.10929117229486882,0.10297370845246856,0.12658346616722901,0.863392160161617,0.8134846640747719,9.497600000000002,9.534219335181472,0.9999998904747233,0.9999998904747233,1.0952527673691037e-07,2.873125455690758e-07,1.0952527311516476e-07,28.466545893999864,2.0,False,0.001,0.0001,2.0,True,-1.6543612251060553e-24,1.71974437251494e-11
0.405,2000.0,0.0045000000000000005,2,mean_only,9.524666666666668,-2.4020686970780107,2.4044847031634755,0.10776206319989333,0.12316915582430665,19.52180874401159,0.874911112921886,9.524666666666668,7.12259796958866,0.999981921918944,0.999981921918944,1.8078081056027706e-05,1.5896020291239234e-05,1.807808105450603e-05,9.016190353999264,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.405,2000.0,0.0045000000000000005,2,variance_corrected,9.524666666666668,0.7298820304275534,0.7377634478870172,0.10755057739078656,0.12316915582430665,5.989839281998426,0.8731940774539444,9.524666666666668,10.254548697094224,0.9999999821236892,0.9999999821236892,1.7876310764997072e-08,6.812382359145937e-08,1.7876307823735855e-08,8.725780046006548,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.405,2000.0,0.0045000000000000005,2,joint_gaussian,9.524666666666668,0.008911533651668404,0.10760048458720597,0.1072308204359956,0.12316915582430665,0.8735992697773423,0.8705979976752775,9.524666666666668,9.533578200318338,0.9999998904206764,0.9999998904206764,1.0957932361499445e-07,2.893296233630666e-07,1.0957932165753215e-07,28.47947397599637,2.0,False,0.001,0.0001,2.0,True,-3.308722450212111e-24,3.0153380733827716e-11
0.405,2000.0,0.0045000000000000005,3,mean_only,9.511800000000003,-2.390530563799833,2.392970350496643,0.10803111540142853,0.13372907098493833,17.894167161051758,0.8078356830400465,9.511800000000003,7.12126943620017,0.9999819280076185,0.9999819280076185,1.8071992381463176e-05,1.5966809028829053e-05,1.8071992380591887e-05,8.371015712997178,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.405,2000.0,0.0045000000000000005,3,variance_corrected,9.511800000000003,0.7409019021918254,0.7484792743757228,0.10623368344618057,0.13372907098493833,5.596982532392098,0.794394836244286,9.511800000000003,10.252701902191827,0.9999999821316864,0.9999999821316864,1.7868313606506092e-08,6.866764123038081e-08,1.7868311642911362e-08,8.636232470002142,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.405,2000.0,0.0045000000000000005,3,joint_gaussian,9.511800000000003,0.02006710071952911,0.1080608399518114,0.1061812441055541,0.13372907098493833,0.8080579574502698,0.7940027050476789,9.511800000000003,9.531867100719532,0.9999998904605636,0.9999998904605636,1.0953943641034414e-07,2.913238768757357e-07,1.0953943499118857e-07,28.028271754999878,2.0,False,0.001,0.0001,2.0,True,-3.308722450212111e-24,3.017929039103778e-11
0.405,2000.0,0.0045000000000000005,4,mean_only,9.544566666666668,-2.4194542892430455,2.4214343967372782,0.0979054644330705,0.10134546950003719,23.89287265314203,0.9660566467949963,9.544566666666668,7.1251123774236245,0.999981902562726,0.999981902562726,1.8097437273989492e-05,1.587326002405793e-05,1.8097437272548014e-05,8.303940704005072,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.405,2000.0,0.0045000000000000005,4,variance_corrected,9.544566666666668,0.7135019700706567,0.7208141158764924,0.1024105871094439,0.10134546950003719,7.112445375530357,1.0105097703396235,9.544566666666668,10.258068636737326,0.9999999820982861,0.9999999820982861,1.7901713889045823e-08,6.689830368972908e-08,1.7901711403180967e-08,8.391175971002667,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.405,2000.0,0.0045000000000000005,4,joint_gaussian,9.544566666666668,-0.007748238699648933,0.10119215160813907,0.10089507591621043,0.10134546950003719,0.9984871756709554,0.9955558587270978,9.544566666666668,9.53681842796702,0.9999998902843659,0.9999998902843659,1.0971563413342267e-07,2.8484454375194097e-07,1.0971563161969554e-07,28.191563785003382,2.0,False,0.001,0.0001,2.0,True,-3.308722450212111e-24,3.016062261153479e-11
0.405,2500.0,0.0036000000000000003,0,mean_only,9.535833333333338,-2.4137624311808454,2.415841465832313,0.10020436045778468,0.12263874733811038,19.698843296009294,0.8170693409116864,9.535833333333338,7.122070902152491,0.9999818248597043,0.9999818248597043,1.817514029567313e-05,1.6178737073139915e-05,1.817514029431473e-05,8.299447325989604,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.405,2500.0,0.0036000000000000003,0,variance_corrected,9.535833333333338,0.7179711885075302,0.7247897720856266,0.09918460663338309,0.12263874733811038,5.909957397782355,0.8087542378424242,9.535833333333338,10.253804521840864,0.9999999819735196,0.9999999819735196,1.802648041948629e-08,7.004966039456683e-08,1.802647783301228e-08,8.458821053005522,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.405,2500.0,0.0036000000000000003,0,joint_gaussian,9.535833333333338,0.020872327670959177,0.1011956920855389,0.09901976587665369,0.12263874733811038,0.825152688542604,0.8074101214003756,9.535833333333338,9.556705661004294,0.999999880494386,0.999999880494386,1.1950561396023573e-07,3.148954849316685e-07,1.1950561077258942e-07,27.864348251008778,2.0,False,0.001,0.0001,2.0,True,-1.6543612251060553e-24,1.7824020156988182e-11
0.405,2500.0,0.0036000000000000003,1,mean_only,9.513333333333337,-2.3918113039047784,2.3944006781857428,0.11132517329727822,0.14466478117293685,16.55137248176113,0.7695388773594908,9.513333333333337,7.121522029428559,0.9999818612185732,0.9999818612185732,1.813878142675751e-05,1.6089577572028915e-05,1.8138781425530153e-05,8.226559910006472,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.405,2500.0,0.0036000000000000003,1,variance_corrected,9.513333333333337,0.7397141107448846,0.7473816419888948,0.10678180157180832,0.14466478117293685,5.16629988259168,0.7381326726935561,9.513333333333337,10.25304744407822,0.9999999820308594,0.9999999820308594,1.7969140619911173e-08,6.94313547405961e-08,1.796913834572964e-08,8.40853946498828,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.405,2500.0,0.0036000000000000003,1,joint_gaussian,9.513333333333337,0.04265667302921504,0.11556300577999101,0.10740212544910306,0.14466478117293685,0.7988330320829321,0.7424206816496074,9.513333333333337,9.55599000636255,0.9999998808223809,0.9999998808223809,1.1917761910673619e-07,3.126916076018513e-07,1.191776151112751e-07,27.449986126986914,2.0,False,0.001,0.0001,2.0,True,-1.6543612251060553e-24,1.1974780936427886e-11
0.405,2500.0,0.0036000000000000003,2,mean_only,9.549933333333335,-2.4289368931989923,2.431587549752935,0.11350586315388363,0.14024990119613315,17.33753485039872,0.8093115373760642,9.549933333333335,7.120996440134343,0.9999818463882674,0.9999818463882674,1.815361173262975e-05,1.609899779938235e-05,1.8153611732129176e-05,8.180986678009504,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
0.405,2500.0,0.0036000000000000003,2,variance_corrected,9.549933333333335,0.7023643027717764,0.7111877620440394,0.1116799851053254,0.14024990119613315,5.070861055719929,0.7962927898904255,9.549933333333335,10.252297636105112,0.9999999820090189,0.9999999820090189,1.7990981149296204e-08,6.909933060498636e-08,1.7990977984399925e-08,8.273727419000352,2.0,True,0.001,0.0001,2.0,False,0.0,0.0
0.405,2500.0,0.0036000000000000003,2,joint_gaussian,9.549933333333335,0.005371774373951797,0.11171350660791882,0.11158428024911429,0.14024990119613315,0.7965318025550159,0.7956104018431266,9.549933333333335,9.555305107707287,0.9999998806819198,0.9999998806819198,1.1931808019394197e-07,3.1128057527718993e-07,1.193180786789844e-07,26.501576508002472,2.0,False,0.001,0.0001,2.0,True,-1.6543612251060553e-24,1.9298992843643216e-11
0.405,2500.0,0.0036000000000000003,3,mean_only,9.537133333333337,-2.4101707213949783,2.4128292651005876,0.11323496039762813,0.15876578087958207,15.197413773504687,0.7132201899571333,9.537133333333337,7.126962611938359,0.9999822176154161,0.9999822176154161,1.778238458394199e-05,1.6079396455200503e-05,1.778238458159588e-05,8.166555891002645,2.0,False,0.001,0.0001,2.0,False,0.0,0.0
