time_s,input_u,mc_hz,mean_only_hz,variance_corrected_hz
5.327,0.003,8.189482631994728,7.139618661993704,8.414245281199856
5.328,0.003,8.189883998674544,7.139618641664961,8.414245279622232
5.329000000000001,0.003,8.190330178769676,7.139618621336216,8.414245278044596
5.33,0.003,8.190827859148895,7.139618601007475,8.414245276466971
5.331,0.003,8.19139206037107,7.139618580678723,8.414245274889337
5.332,0.003,8.19202387528141,7.139618560349984,8.414245273311705
5.333,0.003,8.192745884761736,7.139618540021232,8.414245271734078
5.3340000000000005,0.003,8.193558986937843,7.139618519692494,8.41424527015645
5.335,0.003,8.194472324299397,7.139618499363742,8.41424526857882
5.336,0.003,8.195484164489848,7.139618479034996,8.41424526700119
5.337000000000001,0.003,8.196601427995137,7.139618458706262,8.414245265423562
5.338,0.003,8.197827214074538,7.139618438377509,8.414245263845935
5.339,0.003,8.199156097200307,7.139618418048762,8.414245262268295
5.34,0.003,8.200599550454578,7.139618397720017,8.41424526069067
5.341,0.003,8.202130995546623,7.139618377391285,8.414245259113049
5.3420000000000005,0.003,8.203755556482008,7.139618357062535,8.414245257535413
5.343,0.003,8.205476742878885,7.139618336733795,8.414245255957775
5.344,0.003,8.20727244328617,7.1396183164050555,8.414245254380155
5.345000000000001,0.003,8.209129710637939,7.1396182960763035,8.414245252802521
5.346,0.003,8.211043337810636,7.139618275747565,8.414245251224886
5.347,0.003,8.212999935350263,7.139618255418816,8.414245249647264
5.348,0.003,8.214981130997748,7.139618235090069,8.41424524806963
5.349,0.003,8.216974633576937,7.1396182147613345,8.414245246492003
5.3500000000000005,0.003,8.218970739408602,7.139618194432586,8.414245244914369
5.351,0.003,8.220944105867497,7.139618174103841,8.414245243336737
5.352,0.003,8.22288291622798,7.139618153775096,8.414245241759113
5.353000000000001,0.003,8.224757394934286,7.139618133446353,8.414245240181485
5.354,0.003,8.226558420035332,7.139618113117608,8.414245238603849
5.355,0.003,8.228264556347174,7.139618092788869,8.414245237026226
5.356,0.003,8.229870818659942,7.1396180724601175,8.414245235448593
5.357,0.003,8.231351766357843,7.139618052131387,8.41424523387096
5.3580000000000005,0.003,8.232698996261375,7.139618031802645,8.414245232293332
5.359,0.003,8.233892882863383,7.139618011473897,8.414245230715702
5.36,0.003,8.234917801341291,7.139617991145153,8.414245229138077
5.361000000000001,0.003,8.235765521243838,7.139617970816411,8.414245227560434
5.362,0.003,8.236425860698368,7.1396179504876685,8.414245225982812
5.363,0.003,8.236892510673332,7.139617930158922,8.414245224405182
5.364,0.003,8.23714482931058,7.1396179098301795,8.414245222827546
5.365,0.003,8.237194195941173,7.139617889501439,8.414245221249917
5.3660000000000005,0.003,8.237024700894505,7.139617869172697,8.414245219672294
5.367,0.003,8.2366360241206,7.139617848843952,8.414245218094662
5.368,0.003,8.236036788270965,7.139617828515204,8.414245216517035
5.369000000000001,0.003,8.235215710941006,7.1396178081864745,8.414245214939408
5.37,0.003,8.234180897930305,7.139617787857729,8.414245213361772
5.371,0.003,8.232936944000397,7.139617767528981,8.414245211784147
5.372,0.003,8.23149218682175,7.139617747200241,8.414245210206515
5.373,0.003,8.229859497491786,7.1396177268715,8.414245208628884
5.3740000000000006,0.003,8.228042428249436,7.139617706542756,8.414245207051254
5.375,0.003,8.226063456145367,7.139617686214013,8.41424520547362
5.376,0.003,8.22392363134129,7.139617665885269,8.41424520389599
5.377000000000001,0.003,8.221641204426254,7.1396176455565215,8.414245202318368
5.378,0.003,8.219216965186906,7.139617625227789,8.41424520074073
5.3790000000000004,0.003,8.216691297630259,7.139617604899044,8.414245199163103
5.38,0.003,8.214064204550157,7.139617584570303,8.414245197585467
5.381,0.003,8.211352559287649,7.139617564241567,8.414245196007839
5.382000000000001,0.003,8.208580480120338,7.13961754391282,8.414245194430222
5.383,0.003,8.205761269900952,7.1396175235840795,8.414245192852588
5.384,0.003,8.202922703767022,7.1396175032553355,8.414245191274956
5.385000000000001,0.003,8.200064734820241,7.139617482926595,8.414245189697327
5.386,0.003,8.197219756035851,7.1396174625978555,8.414245188119699
5.3870000000000005,0.003,8.194401544537797,7.1396174422691105,8.414245186542063
5.388,0.003,8.191623716999437,7.139617421940372,8.41424518496443
5.389,0.003,8.188892324476898,7.139617401611637,8.414245183386804
5.390000000000001,0.003,8.186238117498666,7.139617381282887,8.414245181809173
5.391,0.003,8.183673022012176,7.139617360954149,8.414245180231541
5.392,0.003,8.181208509034281,7.139617340625408,8.414245178653912
5.393000000000001,0.003,8.178860436208453,7.139617320296658,8.414245177076285
5.394,0.003,8.176638629724229,7.139617299967923,8.414245175498651
5.3950000000000005,0.003,8.174546736782666,7.139617279639179,8.414245173921026
5.396,0.003,8.172597066687988,7.139617259310446,8.414245172343398
5.397,0.003,8.17080472888395,7.1396172389817005,8.414245170765769
5.398000000000001,0.003,8.169163240655097,7.139617218652957,8.414245169188137
5.399,0.003,8.167691344196959,7.139617198324221,8.414245167610513
5.4,0.003,8.1663807174614,7.139617177995483,8.414245166032876
5.401000000000001,0.003,8.165245114068371,7.139617157666738,8.414245164455247
5.402,0.003,8.16428454109174,7.139617137337992,8.414245162877622
5.4030000000000005,0.003,8.163501209618584,7.1396171170092595,8.41424516129999
5.404,0.003,8.162890862978873,7.139617096680508,8.414245159722354
5.405,0.003,8.16245333174503,7.139617076351778,8.414245158144725
5.406000000000001,0.003,8.162185882979303,7.1396170560230345,8.414245156567098
5.407,0.003,8.162091244341548,7.139617035694295,8.41424515498947
5.408,0.003,8.162154594720167,7.1396170153655545,8.41424515341184
5.409000000000001,0.003,8.162386414691039,7.139616995036818,8.414245151834196
5.41,0.003,8.162770753732262,7.139616974708074,8.414245150256576
5.4110000000000005,0.003,8.163317691470711,7.139616954379336,8.414245148678948
5.412,0.003,8.164014798608726,7.139616934050597,8.414245147101317
5.413,0.003,8.164847408390576,7.139616913721858,8.414245145523681
5.414000000000001,0.003,8.165811967543473,7.139616893393118,8.414245143946053
5.415,0.003,8.166912483993816,7.139616873064378,8.414245142368419
5.416,0.003,8.168142785415855,7.139616852735643,8.414245140790795
5.417000000000001,0.003,8.169476408995973,7.139616832406897,8.414245139213161
5.418,0.003,8.170921513079648,7.139616812078153,8.414245137635534
5.4190000000000005,0.003,8.172469263038472,7.139616791749423,8.414245136057904
5.42,0.003,8.174111641977131,7.139616771420679,8.414245134480279
5.421,0.003,8.175834152365844,7.13961675109194,8.414245132902648
5.422000000000001,0.003,8.177633384969555,7.139616730763199,8.414245131325012
5.423,0.003,8.179504502947351,7.13961671043446,8.414245129747385
5.424,0.003,8.181427562283192,7.139616690105724,8.414245128169751
5.425,0.003,8.183395947583412,7.13961666977699,8.414245126592135
5.426,0.003,8.185413113248488,7.139616649448241,8.414245125014498
5.4270000000000005,0.003,8.187462144503089,7.139616629119507,8.414245123436867
5.428,0.003,8.189539814273106,7.139616608790764,8.414245121859233
5.429,0.003,8.191625537384116,7.139616588462023,8.41424512028161
5.430000000000001,0.003,8.193728236512959,7.139616568133286,8.414245118703981
5.431,0.003,8.195826744499302,7.13961654780455,8.414245117126342
5.432,0.003,8.197903878761814,7.13961652747581,8.414245115548722
5.433,0.003,8.199961489904934,7.139616507147072,8.414245113971083
5.434,0.003,8.201992978434498,7.139616486818331,8.414245112393457
5.4350000000000005,0.003,8.203976049484675,7.139616466489596,8.414245110815822
5.436,0.003,8.205910360360777,7.139616446160856,8.414245109238204
5.437,0.003,8.207775478925019,7.139616425832116,8.414245107660575
5.438000000000001,0.003,8.209583657423687,7.139616405503382,8.41424510608294
5.439,0.003,8.211310566063027,7.139616385174641,8.414245104505307
5.44,0.003,8.212948890673387,7.139616364845909,8.414245102927671
5.441,0.003,8.214490625837975,7.139616344517163,8.41424510135005
5.442,0.003,8.21591871416493,7.139616324188433,8.414245099772419
5.4430000000000005,0.003,8.217240552581996,7.1396163038596905,8.414245098194794
5.444,0.003,8.218441881489449,7.1396162835309545,8.41424509661716
5.445,0.003,8.21951814924988,7.139616263202212,8.41424509503953
5.446000000000001,0.003,8.220448709255113,7.139616242873473,8.414245093461902
5.447,0.003,8.221246273626747,7.139616222544738,8.414245091884274
5.448,0.003,8.221896177845583,7.139616202216002,8.41424509030664
5.449,0.003,8.222389575922469,7.139616181887262,8.414245088729011
5.45,0.003,8.222726585184088,7.139616161558528,8.414245087151377
5.4510000000000005,0.003,8.222905239011771,7.13961614122979,8.414245085573754
5.452,0.003,8.222919378929173,7.139616120901052,8.414245083996123
5.453,0.003,8.22276546645458,7.139616100572313,8.414245082418487
5.454000000000001,0.003,8.222449532644205,7.139616080243571,8.41424508084086
5.455,0.003,8.221968575885866,7.139616059914839,8.414245079263237
5.456,0.003,8.221310934806246,7.1396160395861035,8.414245077685601
5.457,0.003,8.220495871764603,7.139616019257366,8.414245076107965
5.458,0.003,8.219525473810103,7.139615998928623,8.414245074530339
5.4590000000000005,0.003,8.218390871980247,7.139615978599892,8.414245072952708
5.46,0.003,8.217103787646648,7.13961595827115,8.414245071375081
5.461,0.003,8.215664586322625,7.1396159379424144,8.41424506979745
5.462000000000001,0.003,8.214086309236553,7.139615917613673,8.414245068219824
5.463,0.003,8.212371896524512,7.139615897284936,8.414245066642184
5.464,0.003,8.210532913119286,7.139615876956201,8.414245065064563
5.465,0.003,8.208576138695774,7.139615856627468,8.414245063486927
5.466,0.003,8.206507201486218,7.139615836298727,8.414245061909297
5.4670000000000005,0.003,8.204330631221236,7.139615815969991,8.414245060331671
5.468,0.003,8.202064049282837,7.1396157956412525,8.414245058754043
5.469,0.003,8.1997149350309,7.139615775312523,8.414245057176416
5.470000000000001,0.003,8.197292140758673,7.139615754983783,8.41424505559878
5.471,0.003,8.194811030022874,7.139615734655044,8.414245054021151
5.472,0.003,8.192276439314755,7.139615714326311,8.414245052443516
5.473,0.003,8.189708269727372,7.139615693997578,8.414245050865885
5.474,0.003,8.187109758498647,7.139615673668844,8.414245049288256
5.4750000000000005,0.003,8.184490039037627,7.139615653340105,8.414245047710638
5.476,0.003,8.181867351118468,7.139615633011367,8.414245046133006
5.477,0.003,8.179244722309557,7.139615612682629,8.41424504455537
5.478000000000001,0.003,8.176633938708454,7.139615592353891,8.414245042977742
5.479,0.003,8.17404158406524,7.139615572025156,8.414245041400113
5.48,0.003,8.171485226677023,7.139615551696418,8.414245039822477
5.481,0.003,8.16896377277026,7.139615531367686,8.414245038244848
5.482,0.003,8.166496941250067,7.139615511038948,8.414245036667221
5.4830000000000005,0.003,8.164081546902112,7.1396154907102165,8.414245035089593
5.484,0.003,8.161722140367916,7.139615470381476,8.414245033511962
5.485,0.003,8.159427420597403,7.139615450052747,8.414245031934328
5.486000000000001,0.003,8.15720358643387,7.139615429724008,8.414245030356694
5.487,0.003,8.155055763429472,7.139615409395274,8.414245028779069
5.488,0.003,8.152987569757114,7.1396153890665355,8.414245027201439
5.489,0.003,8.15099121970743,7.139615368737801,8.414245025623817
5.49,0.003,8.149074663999807,7.139615348409069,8.414245024046181
5.4910000000000005,0.003,8.147238584651937,7.139615328080334,8.414245022468554
5.492,0.003,8.14548335781375,7.139615307751594,8.414245020890915
5.493,0.003,8.143803586083015,7.139615287422863,8.414245019313293
5.494000000000001,0.003,8.14219978614624,7.139615267094122,8.414245017735665
5.495,0.003,8.140665678168984,7.139615246765397,8.414245016158034
5.496,0.003,8.139201667297423,7.139615226436657,8.414245014580406
5.497,0.003,8.13780681689936,7.139615206107917,8.414245013002777
5.498,0.003,8.136468093624295,7.139615185779185,8.414245011425143
5.4990000000000006,0.003,8.135187545587362,7.139615165450449,8.414245009847514
5.5,0.003,8.133957599161288,7.139615145121715,8.414245008269884
5.501,0.003,8.132781700704406,7.13961512479298,8.414245006692248
5.502000000000001,0.003,8.131653786579959,7.13961510446425,8.414245005114621
5.503,0.003,8.13054497594514,7.139615084135507,8.414245003536996
5.5040000000000004,0.003,8.129471671826437,7.139615063806771,8.414245001959365
5.505,0.003,8.12842959866971,7.139615043478046,8.41424500038173
5.506,0.003,8.12739636986686,7.139615023149309,8.414244998804108
5.507000000000001,0.003,8.126383659493069,7.139615002820577,8.414244997226469
5.508,0.003,8.125389963730058,7.139614982491839,8.414244995648852
5.509,0.003,8.12440815666065,7.139614962163105,8.414244994071213
5.510000000000001,0.003,8.123423821773928,7.139614941834369,8.414244992493588
5.511,0.003,8.122449035793815,7.139614921505628,8.414244990915954
5.5120000000000005,0.003,8.12147586622208,7.139614901176898,8.414244989338322
5.513,0.003,8.1205011533019,7.139614880848167,8.414244987760691
5.514,0.003,8.119527891364939,7.139614860519433,8.41424498618306
5.515000000000001,0.003,8.11855160013703,7.1396148401906965,8.414244984605434
5.516,0.003,8.117573453218522,7.139614819861963,8.414244983027805
5.517,0.003,8.116590166219511,7.139614799533225,8.414244981450176
5.518000000000001,0.003,8.115609747039061,7.139614779204493,8.414244979872539
5.519,0.003,8.114636914682322,7.139614758875763,8.414244978294915
5.5200000000000005,0.003,8.113670477757738,7.139614738547024,8.414244976717283
5.521,0.003,8.112712297879133,7.139614718218294,8.414244975139656
5.522,0.003,8.111768349893303,7.139614697889556,8.414244973562022
5.523000000000001,0.003,8.110835366747981,7.139614677560825,8.414244971984392
5.524,0.003,8.109928701692603,7.139614657232091,8.414244970406761
5.525,0.003,8.10904440071406,7.139614636903356,8.41424496882914
5.526000000000001,0.003,8.108185679059648,7.139614616574622,8.414244967251507
5.527,0.003,8.107365576138696,7.13961459624589,8.414244965673882
5.5280000000000005,0.003,8.106581829631754,7.139614575917157,8.414244964096243
5.529,0.003,8.105839138995986,7.139614555588425,8.414244962518616
5.53,0.003,8.105146323216525,7.139614535259689,8.41424496094099
5.531000000000001,0.003,8.104503904720392,7.139614514930956,8.414244959363362
5.532,0.003,8.10391877067358,7.139614494602221,8.414244957785726
5.533,0.003,8.103384666729177,7.13961447427349,8.4142449562081
5.534000000000001,0.003,8.10292158103621,7.1396144539447555,8.414244954630464
5.535,0.003,8.102521955111241,7.1396144336160265,8.414244953052835
5.5360000000000005,0.003,8.102188601241679,7.1396144132872905,8.414244951475204
5.537,0.003,8.101924504964426,7.139614392958561,8.41424494989758
5.538,0.003,8.10174174803642,7.139614372629828,8.41424494831995
5.539000000000001,0.003,8.1016302069978,7.139614352301092,8.414244946742315
5.54,0.003,8.10158813238091,7.139614331972364,8.414244945164688
5.541,0.003,8.101633859371113,7.139614311643633,8.414244943587063
5.542000000000001,0.003,8.101756050044157,7.139614291314898,8.414244942009422
5.543,0.003,8.101955398771018,7.139614270986163,8.414244940431796
5.5440000000000005,0.003,8.102232446068657,7.1396142506574325,8.414244938854166
5.545,0.003,8.10258891824559,7.139614230328702,8.414244937276537
5.546,0.003,8.103017140220995,7.1396142099999675,8.414244935698912
5.547000000000001,0.003,8.103520763552302,7.139614189671233,8.414244934121276
5.548,0.003,8.10410180330701,7.139614169342503,8.41424493254365
5.549,0.003,8.10475933609091,7.139614149013772,8.414244930966019
5.55,0.003,8.105485636333091,7.139614128685038,8.414244929388392
5.551,0.003,8.106288052913596,7.139614108356301,8.41424492781076
5.5520000000000005,0.003,8.107151852520062,7.139614088027569,8.414244926233128
5.553,0.003,8.108082260183561,7.139614067698842,8.4142449246555
5.554,0.003,8.109076446032432,7.139614047370113,8.414244923077872
5.555000000000001,0.003,8.110139805568117,7.139614027041372,8.414244921500238
5.556,0.003,8.11126360204829,7.139614006712642,8.41424491992261
5.557,0.003,8.112449626357176,7.13961398638391,8.414244918344984
5.558,0.003,8.113696037481745,7.1396139660551805,8.414244916767347
5.559,0.003,8.11500024121796,7.139613945726453,8.414244915189718
5.5600000000000005,0.003,8.116358662718849,7.1396139253977235,8.41424491361209
5.561,0.003,8.117762612831587,7.139613905068981,8.41424491203446
5.562,0.003,8.119219712392837,7.139613884740257,8.414244910456825
5.563000000000001,0.003,8.120724882399454,7.139613864411524,8.414244908879196
5.564,0.003,8.12228999506636,7.1396138440827945,8.414244907301574
5.565,0.003,8.123898981549575,7.1396138237540585,8.414244905723942
5.566,0.003,8.125560362697476,7.13961380342533,8.41424490414631
5.567,0.003,8.127260267567507,7.1396137830966016,8.414244902568681
