Closure,a,b,a_se,b_se,pure_power_alpha
adaptation_neglecting,-330.6358604416836,14.772959832853328,54.378601518165475,1.0704438472168287,-0.3461359062590839
mean_only,-330.3623420332095,14.772449279862812,54.23487661017734,1.0676146158218245,-0.34564338236716796
variance_corrected,-71.73545226090008,3.7942345465224663,10.879232145846766,0.21415789851231823,-0.25969578930168963
